index,model,folds,class,test_set_precision,test_set_recall,test_set_micro_precision,test_set_micro_recall,test_accuracy,validation_set_precision,validation_set_recall,validation_set_micro_precision,validation_set_micro_recall,validation_accuracy
20,Logistic Regression: Derived Dataset 1,4,sport,0.9315159574468085,0.8349056603773586,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.9064871803495554,0.910377358490566,0.8266970285555486,0.8266970285555486,0.8266970285555486
21,Logistic Regression: Derived Dataset 1,4,style,0.0,0.0,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.0,0.0,0.8266970285555486,0.8266970285555486,0.8266970285555486
22,Logistic Regression: Derived Dataset 1,4,travel,0.0,0.0,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.0,0.0,0.8266970285555486,0.8266970285555486,0.8266970285555486
23,Logistic Regression: Derived Dataset 1,4,us,0.7953195669057518,0.6846153846153846,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.7480137519460301,0.5642427884615384,0.8266970285555486,0.8266970285555486,0.8266970285555486
24,Logistic Regression: Derived Dataset 1,4,weather,0.9071637426900585,0.7391304347826086,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.8678300865800865,0.8106884057971016,0.8266970285555486,0.8266970285555486,0.8266970285555486
25,Logistic Regression: Derived Dataset 1,4,world,0.7155267242919682,0.8869047619047619,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.7537361446084963,0.9177805104077559,0.8266970285555486,0.8266970285555486,0.8266970285555486
26,Logistic Regression: Derived Dataset 1,4,macro avg,0.6103822141215507,0.5600104846486172,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.6231769680939871,0.582087584986801,0.8266970285555486,0.8266970285555486,0.8266970285555486
27,Logistic Regression: Derived Dataset 1,4,weighted avg,0.7964497984296598,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.8004252733900366,0.8183036928515854,0.8266970285555486,0.8266970285555486,0.8266970285555486,0.8266970285555486
28,Logistic Regression: Derived Dataset 2,4,business,0.7825275387174451,0.9232804232804233,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7928330448285152,0.9206975772765246,0.7920302998051754,0.7920302998051754,0.7920302998051754
29,Logistic Regression: Derived Dataset 2,4,cnn,0.0,0.0,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.0,0.0,0.7920302998051754,0.7920302998051754,0.7920302998051754
30,Logistic Regression: Derived Dataset 2,4,entertainment,1.0,0.10344827586206895,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.8295454545454546,0.2844827586206896,0.7920302998051754,0.7920302998051754,0.7920302998051754
31,Logistic Regression: Derived Dataset 2,4,health,0.7789846250939507,0.9610091743119267,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.8592097638707809,0.9521684737281069,0.7920302998051754,0.7920302998051754,0.7920302998051754
32,Logistic Regression: Derived Dataset 2,4,opinions,0.8391612200435731,0.376984126984127,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.8336360398860398,0.32558883768561186,0.7920302998051754,0.7920302998051754,0.7920302998051754
33,Logistic Regression: Derived Dataset 2,4,politics,0.796881249515193,0.7739130434782608,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7942923230094503,0.8374062968515742,0.7920302998051754,0.7920302998051754,0.7920302998051754
34,Logistic Regression: Derived Dataset 2,4,sport,0.9218661372660238,0.7216981132075471,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.8801270140375298,0.7547169811320755,0.7920302998051754,0.7920302998051754,0.7920302998051754
35,Logistic Regression: Derived Dataset 2,4,style,0.0,0.0,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.0,0.0,0.7920302998051754,0.7920302998051754,0.7920302998051754
36,Logistic Regression: Derived Dataset 2,4,travel,0.0,0.0,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.0,0.0,0.7920302998051754,0.7920302998051754,0.7920302998051754
37,Logistic Regression: Derived Dataset 2,4,us,0.8196036234422701,0.6807692307692308,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7769918597671162,0.5758413461538462,0.7920302998051754,0.7920302998051754,0.7920302998051754
38,Logistic Regression: Derived Dataset 2,4,weather,0.9821428571428572,0.5108695652173912,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.9342105263157894,0.6109601449275363,0.7920302998051754,0.7920302998051754,0.7920302998051754
39,Logistic Regression: Derived Dataset 2,4,world,0.6918616567131703,0.8854166666666666,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7242277037178247,0.9327773025377816,0.7920302998051754,0.7920302998051754,0.7920302998051754
40,Logistic Regression: Derived Dataset 2,4,macro avg,0.6344190756612069,0.4947823849814702,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.618756144164875,0.5162199765761456,0.7920302998051754,0.7920302998051754,0.7920302998051754
41,Logistic Regression: Derived Dataset 2,4,weighted avg,0.7864771741807718,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7752126366950182,0.7926705184931999,0.7920302998051754,0.7920302998051754,0.7920302998051754,0.7920302998051754
42,Logistic Regression: Derived Dataset 3,4,business,0.8851188341305132,0.9351851851851851,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.8938948779715866,0.9444583681425787,0.8251763472903418,0.8251763472903418,0.8251763472903418
43,Logistic Regression: Derived Dataset 3,4,cnn,0.0,0.0,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.0,0.0,0.8251763472903418,0.8251763472903418,0.8251763472903418
44,Logistic Regression: Derived Dataset 3,4,entertainment,0.8498688811188811,0.3879310344827586,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.8629518872939926,0.5862068965517241,0.8251763472903418,0.8251763472903418,0.8251763472903418
45,Logistic Regression: Derived Dataset 3,4,health,0.7886248994924369,0.9564220183486238,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.8720666992085697,0.9589658048373646,0.8251763472903418,0.8251763472903418,0.8251763472903418
46,Logistic Regression: Derived Dataset 3,4,opinions,0.8262499999999999,0.3412698412698412,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.8221343873517787,0.29723502304147464,0.8251763472903418,0.8251763472903418,0.8251763472903418
47,Logistic Regression: Derived Dataset 3,4,politics,0.8111874098484051,0.7739130434782608,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.8043791883181418,0.8416979010494752,0.8251763472903418,0.8251763472903418,0.8251763472903418
48,Logistic Regression: Derived Dataset 3,4,sport,0.9377925531914894,0.8537735849056605,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.9033570249580238,0.8820754716981132,0.8251763472903418,0.8251763472903418,0.8251763472903418
49,Logistic Regression: Derived Dataset 3,4,style,0.0,0.0,0.8080194410692588,0.8080194410692588,0.8080194410692588,0.0,0.0,0.8251763472903418,0.8251763472903418,0.8251763472903418
