,origin_airport_ID,dest_airport_ID,Route,Num_Flights,prop_early,prop_delayed,prop_over_15pct_delay_air,prop_over_25pct_delay_air,45_or_over_del,prop_tarmac_wait_over_5_extra
32,12892,10157,"Los Angeles, CA_Arcata/Eureka, CA",31,0.5483870967741935,0.3870967741935484,0.25806451612903225,0.1935483870967742,0.1935483870967742,0.5483870967741935
33,12892,10140,"Los Angeles, CA_Albuquerque, NM",68,0.5147058823529411,0.4411764705882353,0.23529411764705882,0.14705882352941177,0.11764705882352941,0.3382352941176471
34,12892,10693,"Los Angeles, CA_Nashville, TN",160,0.48125,0.475,0.1,0.04375,0.04375,0.25
35,12892,10713,"Los Angeles, CA_Boise, ID",112,0.7767857142857143,0.19642857142857142,0.10714285714285714,0.09821428571428571,0.08035714285714286,0.36607142857142855
36,12892,10721,"Los Angeles, CA_Boston, MA",394,0.6218274111675127,0.3147208121827411,0.09137055837563451,0.06598984771573604,0.09137055837563451,0.350253807106599
37,12892,10849,"Los Angeles, CA_Bozeman, MT",34,0.8529411764705882,0.14705882352941177,0.029411764705882353,0.0,0.0,0.20588235294117646
38,12892,10821,"Los Angeles, CA_Baltimore, MD",160,0.43125,0.44375,0.08125,0.0125,0.05,0.325
39,12892,10397,"Los Angeles, CA_Atlanta, GA",526,0.3155893536121673,0.5950570342205324,0.09125475285171103,0.043726235741444866,0.053231939163498096,0.2300380228136882
40,12892,10423,"Los Angeles, CA_Austin, TX",314,0.6528662420382165,0.2898089171974522,0.10509554140127389,0.06050955414012739,0.050955414012738856,0.48089171974522293
41,12892,13830,"Los Angeles, CA_Kahului, HI",245,0.6326530612244898,0.2897959183673469,0.044897959183673466,0.024489795918367346,0.044897959183673466,0.4530612244897959
42,12892,13930,"Los Angeles, CA_Chicago, IL",808,0.5284653465346535,0.3589108910891089,0.10767326732673267,0.07797029702970297,0.0891089108910891,0.30074257425742573
43,12892,14057,"Los Angeles, CA_Portland, OR",402,0.6393034825870647,0.31094527363184077,0.14925373134328357,0.11940298507462686,0.08955223880597014,0.3208955223880597
44,12892,13487,"Los Angeles, CA_Minneapolis, MN",214,0.5654205607476636,0.32710280373831774,0.07009345794392523,0.04672897196261682,0.0514018691588785,0.29439252336448596
45,12892,13495,"Los Angeles, CA_New Orleans, LA",258,0.5581395348837209,0.39147286821705424,0.12403100775193798,0.07364341085271318,0.07751937984496124,0.2248062015503876
46,12892,13796,"Los Angeles, CA_Oakland, CA",439,0.5421412300683371,0.3462414578587699,0.20501138952164008,0.15261958997722094,0.0387243735763098,0.17312072892938496
47,12892,14237,"Los Angeles, CA_Prescott, AZ",31,0.6774193548387096,0.2903225806451613,0.25806451612903225,0.1935483870967742,0.0967741935483871,0.2903225806451613
48,12892,14262,"Los Angeles, CA_Palm Springs, CA",31,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2903225806451613,0.16129032258064516,0.2903225806451613
49,12892,14489,"Los Angeles, CA_Bend/Redmond, OR",53,0.6981132075471698,0.24528301886792453,0.18867924528301888,0.16981132075471697,0.16981132075471697,0.5094339622641509
50,12892,14492,"Los Angeles, CA_Raleigh/Durham, NC",55,0.509090909090909,0.36363636363636365,0.03636363636363636,0.0,0.01818181818181818,0.16363636363636364
51,12892,14570,"Los Angeles, CA_Reno, NV",200,0.63,0.345,0.25,0.205,0.08,0.315
52,12892,14679,"Los Angeles, CA_San Diego, CA",281,0.693950177935943,0.2775800711743772,0.2491103202846975,0.24199288256227758,0.11743772241992882,0.34519572953736655
